Cluster,Keio gene name,EcoGene Essentiality: Escherichia coli BW25113,Ancestral Essentiality,PastML Ancestral Essentiality,Core Essentiality,Conserved in Symbiont Genomes,TraDIS Essentiality: Klebsiella pneumoniae Ecl8,TraDIS Essentiality: Klebsiella pneumoniae RH201207,TraDIS Essentiality: Escherichia coli ST131 EC958,TraDIS Essentiality: Escherichia coli UPEC ST131 NCTC13441,TraDIS Essentiality: Escherichia coli BW25113,TraDIS Essentiality: Citrobacter rodentium ICC168,TraDIS Essentiality: Salmonella Typhi Ty2,TraDIS Essentiality: Salmonella Typhimurium A130,TraDIS Essentiality: Salmonella Typhimurium D23580,TraDIS Essentiality: Salmonella Typhimurium SL3261,TraDIS Essentiality: Salmonella Typhimurium SL1344,TraDIS Essentiality: Salmonella Enteritidis P125109,Locus: Klebsiella pneumoniae Ecl8,Locus: Klebsiella pneumoniae RH201207,Locus: Escherichia coli ST131 EC958,Locus: Escherichia coli UPEC ST131 NCTC13441,Locus: Escherichia coli BW25113 (Keio),Locus: Escherichia coli BW25113,Locus: Citrobacter rodentium ICC168,Locus: Salmonella Typhi Ty2,Locus: Salmonella Typhimurium A130,Locus: Salmonella Typhimurium D23580,Locus: Salmonella Typhimurium SL3261,Locus: Salmonella Typhimurium SL1344,Locus: Salmonella Enteritidis P125109,Locus: Secondary endosymbiont of Ctenarytaina eucalypti,Locus: Candidatus Moranella endobia PCIT,Locus: Secondary endosymbiont of Heteropsylla cubana,Locus: Candidatus Baumannia cicadellinicola strain BGSS,Locus: Candidatus Baumannia cicadellinicola strain B-GSS,Locus: Baumannia cicadellinicola str. Hc (Homalodisca coagulata),Locus: Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757,Locus: Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675,Locus: Candidatus Blochmannia vafer str. BVAF,Locus: Candidatus Blochmannia floridanus,Locus: Candidatus Blochmannia pennsylvanicus str. BPEN,Locus: Candidatus Blochmannia chromaiodes str. 640,Locus: Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Locus: Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans,Locus: Buchnera aphidicola str. Sg (Schizaphis graminum),Locus: Buchnera aphidicola str. G002 (Myzus persicae),Locus: Buchnera aphidicola str. USDA (Myzus persicae),Locus: Buchnera aphidicola str. F009 (Myzus persicae),Locus: Buchnera aphidicola str. W106 (Myzus persicae),Locus: Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),Locus: Buchnera aphidicola str. APS (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. LL01 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. JF98 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. JF99 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. 5A (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. Ua (Uroleucon ambrosiae),Locus: Buchnera aphidicola str. Bp (Baizongia pistaciae),Locus: Buchnera aphidicola BCc,Locus: Buchnera aphidicola (Cinara tujafilina),Locus: Sodalis glossinidius str. morsitans,Locus: Sodalis praecaptivus strain HS1,Locus: Candidatus Sodalis pierantonius str. SOPE
Clust29,tufA,0,0,0,0,0,4.125101165,2.800257182,3.506613156,2.954493964,3.397863914,3.629040955,3.382786122,3.628964814,3.786424506,3.603232481,3.653152481,3.235699674,BN373_49731,ERS227112_00862,EC958_3735,NCTC13441_00356,b3339,BW25113_3339,ROD_44801,t4060,STM_MW40991,STMMW_40991,SL3261_4085,SL1344_4085,SEN3930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG2283,Sant_3930,SOPEG_3594
Clust30,polA,1,0,0,0,0,2.187998278,-6.5,1.532043039,0.675151376,-0.547632269,2.137869215,-3.585356935,-1.211635508,-1.82100489,1.563296226,0.275805918,-2.04944245,BN373_48041,ERS227112_00414,EC958_4341,NCTC13441_04638,b3863,BW25113_3863,ROD_38971,t3621,STM_MW39641,STMMW_39641,SL3261_3947,SL1344_3947,SEN3788,A359_09100,MEPCIT_203,A35E_00162,IM45_270,AB162_092,NA,BOBLI757_631,NA,BVAF_620,Bfl619,BPEN_645,BCHRO640_668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCc_265,BCTU_279,SG2235,Sant_4082,SOPEG_3358
Clust31,mnmG,0,0,0,0,1,2.689784987,2.165231206,2.848091849,2.95450332,3.404675714,2.29089606,1.556618492,0.94966543,2.57376633,3.070445281,2.384736165,1.946151776,BN373_47831,ERS227112_00437,EC958_4214,NCTC13441_04775,b3741,BW25113_3741,ROD_39991,t3645,STM_MW38581,STMMW_38581,SL3261_3841,SL1344_3841,SEN3688,A359_06500,MEPCIT_098,A35E_00163,IM45_343,AB162_127,BCI_0148,BOBLI757_001,BTURN675_001,BVAF_001,Bfl001,BPEN_001,BCHRO640_001,BA000021_0,WIGMOR_0001,BUsg_001,BUMPG002_CDS00586,BUMPUSDA_CDS00584,BUMPF009_CDS00585,BUMPW106_CDS00585,BAKON_001,BA000003_0,BUAPTUC7_001,CWO_00005,CWQ_00005,CWU_00005,CWS_00005,BUAP5A_001,BUAMB_001,bbp_001,BCc_001,BCTU_001,SG2405,Sant_0001,SOPEG_0001
Clust32,leuS,1,1,1,1,1,-6.5,-6.5,-3.42758067,-6.5,-3.447476775,-2.736213409,-3.98458217,-2.585378645,-2.966518658,-6.5,-3.567712592,-1.478362141,BN373_12541,ERS227112_03116,EC958_0761,NCTC13441_03353,b0642,BW25113_0642,ROD_06621,t2219,STM_MW07131,STMMW_07131,SL3261_0636,SL1344_0636,SEN0617,A359_05150,MEPCIT_135,A35E_00269,IM45_533,AB162_194,BCI_0232,BOBLI757_317,BTURN675_305,BVAF_316,Bfl313,BPEN_321,BCHRO640_330,BA000021_167,WIGMOR_0615,BUsg_429,BUMPG002_CDS00155,BUMPUSDA_CDS00155,BUMPF009_CDS00155,BUMPW106_CDS00155,BAKON_447,BA000003_413,BUAPTUC7_438,CWO_02340,CWQ_02375,CWU_02895,CWS_02320,BUAP5A_437,BUAMB_419,bbp_395,BCc_274,BCTU_288,SG0803,Sant_2819,SOPEG_1147
Clust33,pyrG,1,1,1,1,0,-1.516084631,-3.09410763,-6.5,-6.5,-6.5,-3.45160983,-2.835556231,-2.572642512,-3.820021863,-4.003895024,-4.105438555,-1.679633255,BN373_37681,ERS227112_01536,EC958_3049,NCTC13441_00994,b2780,BW25113_2780,ROD_30341,t2854,STM_MW29161,STMMW_29161,SL3261_2932,SL1344_2932,SEN2792,A359_01550,NA,A35E_00414,IM45_513,AB162_187,BCI_0222,BOBLI757_156,BTURN675_151,BVAF_157,Bfl156,BPEN_161,BCHRO640_162,BA000021_353,WIGMOR_0413,BUsg_399,BUMPG002_CDS00185,BUMPUSDA_CDS00185,BUMPF009_CDS00185,BUMPW106_CDS00185,BAKON_419,BA000003_385,BUAPTUC7_410,CWO_02180,CWQ_02220,CWU_02685,CWS_02170,BUAP5A_409_2,BUAMB_392,bbp_376,NA,NA,SG0512,Sant_3262,SOPEG_1011
Clust34,dxs,1,1,1,1,0,-6.5,-6.5,-4.037123552,-6.5,-6.5,-6.5,-6.5,-2.038782441,-3.490750521,-6.5,-4.053531191,-1.379341569,BN373_08611,ERS227112_02723,EC958_0558,NCTC13441_03559,b0420,BW25113_0420,ROD_04691,t2441,STM_MW04921,STMMW_04921,SL3261_0416,SL1344_0416,SEN0404,A359_08960,NA,A35E_00045,IM45_633,AB162_223,BCI_0275,BOBLI757_237,BTURN675_227,BVAF_239,Bfl238,BPEN_244,BCHRO640_248,BA000021_143,WIGMOR_0640,BUsg_448,BUMPG002_CDS00136,BUMPUSDA_CDS00136,BUMPF009_CDS00136,BUMPW106_CDS00136,BAKON_467,BA000003_432,BUAPTUC7_458,CWO_02455,CWQ_02495,CWU_03045,CWS_02420,BUAP5A_457,BUAMB_438,NA,NA,NA,SG0656,Sant_3017,SOPEG_4022
Clust35,valS,1,1,1,1,1,-1.25397511,-6.5,-2.425928203,-6.5,-6.5,-2.679514146,-6.5,-2.115823378,-2.162347746,-5.008080419,-3.982203091,-1.946472466,BN373_02801,ERS227112_02145,EC958_4752,NCTC13441_04190,b4258,BW25113_4258,ROD_33241,t4510,STM_MW44211,STMMW_44211,SL3261_4405,SL1344_4405,SEN4228,A359_07390,MEPCIT_446,A35E_00337,IM45_652,AB162_232,BCI_0285,BOBLI757_033,BTURN675_034,BVAF_032,Bfl033,BPEN_033,BCHRO640_033,BA000021_459,WIGMOR_0299,BUsg_354,BUMPG002_CDS00231,BUMPUSDA_CDS00230,BUMPF009_CDS00230,BUMPW106_CDS00230,BAKON_369,BA000003_341,BUAPTUC7_360,CWO_01935,CWQ_01970,CWU_02395,CWS_01915,BUAP5A_359,BUAMB_344,bbp_331,BCc_223,BCTU_237,SG2111,Sant_3826,SOPEG_2121
Clust36,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sant_3129,NA
Clust37,atpA,0,0,0,0,0,3.125172197,2.048503633,2.640801157,1.997135478,2.373829493,2.888699034,0.467672455,1.885014402,2.701797964,1.302269424,2.993835836,2.678482914,BN373_47761,ERS227112_00444,EC958_4207,NCTC13441_04782,b3734,BW25113_3734,ROD_40061,t3652,STM_MW38521,STMMW_38521,SL3261_3834,SL1344_3834,SEN3681,A359_06450,NA,NA,IM45_333,AB162_122,BCI_0143,BOBLI757_006,BTURN675_006,BVAF_006,Bfl006,BPEN_006,BCHRO640_006,BA000021_5,WIGMOR_0006,BUsg_006,BUMPG002_CDS00581,BUMPUSDA_CDS00579,BUMPF009_CDS00580,BUMPW106_CDS00580,BAKON_006,BA000003_5,BUAPTUC7_006,CWO_00030,CWQ_00035,CWU_00030,CWS_00030,BUAP5A_006,BUAMB_006,bbp_006,NA,NA,SG2412,Sant_0008,SOPEG_0008
Clust38,lon,0,0,0,0,1,3.459285451,2.753683559,3.413660681,2.412454937,2.299918796,2.978081631,-0.534001795,1.159226494,2.759599685,3.232406716,2.174996239,2.581604161,BN373_08901,ERS227112_02753,EC958_0578,NCTC13441_03539,b0439,BW25113_0439,ROD_04941,t2410,STM_MW05211,STMMW_05211,SL3261_0444,SL1344_0444,SEN0432,A359_09650,MEPCIT_346,A35E_00614,IM45_605,AB162_214,BCI_0263,BOBLI757_300,BTURN675_257,BVAF_302,Bfl299,BPEN_307,BCHRO640_316,BA000021_152,WIGMOR_0630,BUsg_461,BUMPG002_CDS00123,BUMPUSDA_CDS00123,BUMPF009_CDS00123,BUMPW106_CDS00123,BAKON_480,BA000003_445,BUAPTUC7_471,CWO_02525,CWQ_02560,CWU_03130,CWS_02485,BUAP5A_470,BUAMB_451,bbp_421,BCc_295,BCTU_309,SG0673,Sant_2998,SOPEG_4004
Clust40,accC,1,1,1,1,0,-6.5,-6.5,-3.035111805,-6.5,-6.5,-2.209333486,-6.5,-6.5,-1.806599191,-3.976181874,-3.885121068,-4.423464633,BN373_43061,ERS227112_00941,EC958_3648,NCTC13441_00445,b3256,BW25113_3256,ROD_45581,t3295,STM_MW33781,STMMW_33781,SL3261_3353,SL1344_3353,SEN3214,A359_00550,MEPCIT_237,A35E_00039,IM45_123,AB162_036,BCI_0052,BOBLI757_297,BTURN675_266,BVAF_294,Bfl291,BPEN_299,BCHRO640_307,BA000021_602,WIGMOR_0138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0152,Sant_0495,SOPEG_3691
Clust41,NA,0,0,0,0,0,3.474483957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BN373_07531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sant_1547,NA
Clust42,lysP,0,0,0,0,0,3.367515837,3.219338822,3.181136753,3.210169356,4.091240472,3.432557943,3.109178913,2.612225113,3.11687987,3.016046894,2.93034471,2.721438242,BN373_31981,ERS227112_03986,EC958_2493,NCTC13441_01553,b2156,BW25113_2156,ROD_22851,t0655,STM_MW22321,STMMW_22321,SL3261_2177,SL1344_2177,SEN2193,NA,NA,NA,IM45_882,AB162_343,BCI_0393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0955,Sant_1419,SOPEG_ps2763
Clust44,ftsH,1,1,1,0,0,-2.26515713,-6.5,-4.593272233,-3.992840349,-2.405981295,-2.201129578,-6.5,-6.5,-2.19619827,0.018104438,-6.5,-4.936026419,BN373_42381,ERS227112_01011,EC958_3578,NCTC13441_00515,b3178,BW25113_3178,ROD_46431,t3213,STM_MW32951,STMMW_32951,SL3261_3268,SL1344_3268,SEN3129,A359_04900,MEPCIT_301,A35E_00587,IM45_1395,AB162_584,BCI_0638,BOBLI757_097,BTURN675_093,BVAF_098,Bfl098,BPEN_101,BCHRO640_102,BA000021_230,WIGMOR_0553,BUsg_369,BUMPG002_CDS00215,BUMPUSDA_CDS00215,BUMPF009_CDS00215,BUMPW106_CDS00215,BAKON_385,BA000003_356,BUAPTUC7_376,CWO_02015,CWQ_02060,NA,CWS_02010,BUAP5A_375,BUAMB_358,bbp_345,BCc_235,BCTU_249,SG0371,Sant_3461,SOPEG_1257
Clust46,treC,0,0,0,0,0,3.287958421,3.317830659,2.723614994,2.380697452,2.818212861,2.678071507,0.771470908,3.334696649,3.281215127,3.225199951,3.029290578,2.548858774,BN373_02621,ERS227112_02127,EC958_4732,NCTC13441_04208,b4239,BW25113_4239,ROD_33101,t4488,STM_MW43991,STMMW_43981,SL3261_4384,SL1344_4384,SEN4204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust47,proS,1,1,1,1,0,-2.583990203,-6.5,-6.5,-6.5,-2.827962521,-6.5,-6.5,-6.5,-1.811834116,-2.885502857,-3.01438523,-1.709912458,BN373_06991,ERS227112_02550,EC958_0341,NCTC13441_03781,b0194,BW25113_0194,ROD_02041,t0245,STM_MW02481,STMMW_02481,SL3261_0243,SL1344_0243,SEN0250,A359_03400,MEPCIT_288,A35E_00183,IM45_1335,AB162_552,BCI_0609,BOBLI757_291,BTURN675_268,BVAF_292,Bfl289,BPEN_297,BCHRO640_305,BA000021_596,WIGMOR_0145,BUsg_234,BUMPG002_CDS00355,BUMPUSDA_CDS00354,BUMPF009_CDS00354,BUMPW106_CDS00354,BAKON_241,BA000003_225,BUAPTUC7_237,NA,CWQ_01295,CWU_01590,CWS_01265,BUAP5A_235,BUAMB_222,bbp_221,BCc_149,BCTU_152,SG1920,Sant_0920,SOPEG_3372
Clust48,infB,1,1,1,1,1,-1.420299756,-1.561087385,-1.280749195,-0.855226689,-1.106559543,-1.280606715,-2.376828405,-1.547421789,-1.073291025,-1.507627845,-0.160791823,-0.82612792,BN373_42281,ERS227112_01024,EC958_3570,NCTC13441_00526,b3168,BW25113_3168,ROD_46641,t3204,STM_MW32861,STMMW_32861,SL3261_3259,SL1344_3259,SEN3121,A359_04960,MEPCIT_306,A35E_00596,IM45_1383,AB162_576,BCI_0631,BOBLI757_105,BTURN675_100,BVAF_105,Bfl104,BPEN_108,BCHRO640_109,BA000021_225,WIGMOR_0560,BUsg_365,BUMPG002_CDS00220,BUMPUSDA_CDS00219,BUMPF009_CDS00219,BUMPW106_CDS00219,BAKON_380,BA000003_352,BUAPTUC7_371,CWO_01990,CWQ_02035,CWU_02470,CWS_01985,BUAP5A_370,BUAMB_353,bbp_340,BCc_231,BCTU_246,SG0377,Sant_3453,SOPEG_1265
Clust49,prfC,0,0,0,0,0,3.627659617,3.245086535,3.334670874,3.189693315,3.699715007,3.26346889,2.588131604,3.38773175,3.522861874,3.694092748,3.485594512,2.739241117,BN373_04561,ERS227112_02309,EC958_0103,NCTC13441_04020,b4375,BW25113_4375,ROD_48961,t4603,STM_MW45031,STMMW_45031,SL3261_4488,SL1344_4488,SEN4322,A359_04470,NA,A35E_00184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUsg_523,BUMPG002_CDS00061,BUMPUSDA_CDS00061,BUMPF009_CDS00061,BUMPW106_CDS00061,BAKON_549,BA000003_506,BUAPTUC7_537,CWO_02855,CWQ_02890,NA,CWS_02800,BUAP5A_536,BUAMB_517,bbp_485,NA,NA,SG0392,Sant_3432,SOPEG_1294
Clust50,ileS,1,1,1,1,0,-6.5,-6.5,-5.13309017,-4.38414354,-6.5,-3.180502123,-6.5,-6.5,-2.424215749,-6.5,-3.959451966,-2.890784738,BN373_05021,ERS227112_02356,EC958_0158,NCTC13441_03966,b0026,BW25113_0026,ROD_00231,t0048,STM_MW00471,STMMW_00471,SL3261_0047,SL1344_0047,SEN0046,A359_05420,MEPCIT_082,A35E_00481,IM45_1224,AB162_503,BCI_0556,BOBLI757_119,BTURN675_113,BVAF_119,Bfl118,BPEN_122,BCHRO640_123,BA000021_293,WIGMOR_0483,BUsg_142,BUMPG002_CDS00447,BUMPUSDA_CDS00445,BUMPF009_CDS00446,BUMPW106_CDS00446,BAKON_148,BA000003_138,BUAPTUC7_148,NA,CWQ_00795,NA,CWS_00780,BUAP5A_147,BUAMB_137,bbp_139,BCc_093,BCTU_097,SG0414,Sant_3396,SOPEG_1368
Clust51,rep,0,0,0,0,0,0.800002286,-1.433417342,2.304493992,0.507602836,2.893981556,2.277029836,-0.492192397,-1.686118406,-0.350842335,1.370857429,-1.665070365,0.400752998,BN373_49041,ERS227112_01746,EC958_4240,NCTC13441_04744,b3778,BW25113_3778,ROD_39691,t3384,STM_MW38881,STMMW_38881,SL3261_3872,SL1344_3872,SEN3718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG2390,Sant_0284,SOPEG_0388
Clust52,lysS,0,1,1,0,0,-0.41884657,-3.337031244,-0.639820744,-0.61156414,0,-6.5,-2.670198804,-6.5,-2.249900876,-6.5,-4.068576616,-1.383413445,BN373_39851,ERS227112_01345,EC958_3171,NCTC13441_00865,b2890,BW25113_2890,ROD_49431,t2958,STM_MW30001,STMMW_30001,SL3261_3016,SL1344_3016,SEN2883,A359_09040,MEPCIT_358,A35E_00315,IM45_351,AB162_131,BCI_0152,BOBLI757_263,BTURN675_253,BVAF_265,Bfl262,BPEN_270,BCHRO640_277,BA000021_440,WIGMOR_0319,BUsg_422,BUMPG002_CDS00162,BUMPUSDA_CDS00162,BUMPF009_CDS00162,BUMPW106_CDS00162,BAKON_440,BA000003_406,BUAPTUC7_431,CWO_02295,CWQ_02335,NA,CWS_02280,BUAP5A_430,BUAMB_412,bbp_389,BCc_270,BCTU_284,SG1989,Sant_0792,SOPEG_3914
Clust53,lysU,0,0,0,0,0,3.160567074,2.969899304,4.195991276,4.152165754,4.834821568,NA,NA,NA,NA,NA,NA,NA,BN373_10661,ERS227112_02925,EC958_4618,NCTC13441_04326,b4129,BW25113_4129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust54,glpK,0,0,0,0,0,3.740729907,3.236037538,3.638956781,3.860827992,4.145008016,3.241598727,2.681794136,3.453244947,3.571209079,4.012932162,3.688073651,3.169578673,BN373_46531,ERS227112_00568,EC958_4411,NCTC13441_04574,b3926,BW25113_3926,ROD_38221,t3532,STM_MW40511,STMMW_40511,SL3261_4035,SL1344_4035,SEN3876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG2172,Sant_3975,SOPEG_ps0916
Clust55,gpmM,0,0,0,0,0,3.173835286,2.610951679,3.30192926,3.3267436,3.523168589,2.922434357,2.634745193,2.811285556,2.82657736,3.267524227,2.91846721,2.504678194,BN373_45981,ERS227112_00622,EC958_4020,NCTC13441_00071,b3612,BW25113_3612,ROD_42041,t3815,STM_MW36921,STMMW_36921,SL3261_3670,SL1344_3670,SEN3526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust56,eno,1,1,1,0,1,-0.597112188,-6.5,0.572095019,-3.115229795,-6.5,-2.119515203,-6.5,-2.237040886,-6.5,-6.5,-6.5,-2.152852584,BN373_37671,ERS227112_01537,EC958_3048,NCTC13441_00995,b2779,BW25113_2779,ROD_30351,t2853,STM_MW29151,STMMW_29151,SL3261_2931,SL1344_2931,SEN2791,A359_01540,MEPCIT_202,A35E_00415,IM45_511,AB162_186,BCI_0221,BOBLI757_157,BTURN675_152,BVAF_158,Bfl157,BPEN_162,BCHRO640_163,BA000021_352,WIGMOR_0414,BUsg_400,BUMPG002_CDS00184,BUMPUSDA_CDS00184,BUMPF009_CDS00184,BUMPW106_CDS00184,BAKON_420,BA000003_386,BUAPTUC7_411,CWO_02185,CWQ_02225,CWU_02690,CWS_02175,BUAP5A_410,BUAMB_393,bbp_377,BCc_264,BCTU_278,SG0513,Sant_3261,SOPEG_1012
Clust57,lldP,0,0,0,0,0,3.381014304,3.308511834,3.369972727,3.714436594,3.374227585,3.011115304,2.374190071,2.64730521,2.93722129,3.104115445,3.360264652,2.313104785,BN373_45891,ERS227112_00631,EC958_4011,NCTC13441_00080,b3603,BW25113_3603,ROD_42171,t3827,STM_MW36801,STMMW_36801,SL3261_3657,SL1344_3657,SEN3514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust58,glcA,0,0,0,0,0,NA,NA,4.242573413,4.293646562,4.635545327,NA,NA,NA,NA,NA,NA,NA,NA,NA,EC958_3360,NCTC13441_00738,b2975,BW25113_2975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust59,ftsK,1,0,0,0,0,1.864020335,-0.245190016,2.559311404,1.338787907,2.838182055,1.225703549,0.555655097,0.338782881,1.547313252,0.795441476,1.724862793,1.322983068,BN373_15381,ERS227112_03409,EC958_1002,NCTC13441_03103,b0890,BW25113_0890,ROD_09541,t1974,STM_MW09721,STMMW_09721,SL3261_0898,SL1344_0898,SEN0864,NA,NA,NA,IM45_733,AB162_265,BCI_0320,BOBLI757_389,BTURN675_376,BVAF_389,Bfl386,BPEN_397,BCHRO640_408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG1108,Sant_2644,SOPEG_2032
Clust60,trpB,0,0,0,0,0,2.966978319,2.16118277,3.021378739,2.711525738,0.584203909,2.761894547,2.126411596,1.446384159,3.053132702,2.919890234,2.689962297,2.447342442,BN373_18801,ERS227112_05473,EC958_1590,NCTC13441_02507,b1261,BW25113_1261,ROD_17421,t1638,STM_MW17211,STMMW_17211,SL3261_1657,SL1344_1657,SEN1308,A359_07580,MEPCIT_113,A35E_00049,NA,NA,NA,BOBLI757_433,BTURN675_420,BVAF_431,Bfl430,BPEN_442,BCHRO640_454,NA,NA,BUsg_267,BUMPG002_CDS00320,BUMPUSDA_CDS00319,BUMPF009_CDS00319,BUMPW106_CDS00319,BAKON_280,BA000003_259,NA,CWO_01455,CWQ_01480,CWU_01820,CWS_01445,NA,BUAMB_259,bbp_258,NA,BCTU_181,SG1398,Sant_1854,SOPEG_ps2522
Clust61,NA,0,0,0,0,0,NA,NA,NA,1.462184775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCTC13441_05046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust62,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A359_07990,NA,A35E_00080,IM45_714,AB162_256,BCI_0311,BOBLI757_507,BTURN675_497,BVAF_503,Bfl502,BPEN_518,BCHRO640_533,BA000021_117,WIGMOR_0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sant_1693,SOPEG_ps2621
Clust63,glmS,1,1,1,0,0,-2.216335727,-6.5,-1.442369966,-3.220706123,-1.490971333,-6.5,0.685640396,-1.429477252,-2.638387882,-2.363428193,1.012569452,-1.148793429,BN373_47701,ERS227112_00449,EC958_4202,NCTC13441_04788,b3729,BW25113_3729,ROD_40111,t3658,STM_MW38461,STMMW_38461,SL3261_3828,SL1344_3828,SEN3675,A359_06520,NA,A35E_00014,IM45_323,AB162_117,BCI_0138,NA,NA,NA,NA,NA,NA,BA000021_10,WIGMOR_0011,BUsg_027,BUMPG002_CDS00561,BUMPUSDA_CDS00559,BUMPF009_CDS00560,BUMPW106_CDS00560,BAKON_026,BA000003_24,BUAPTUC7_026,NA,NA,CWU_00150,NA,BUAP5A_026,BUAMB_026,bbp_028,NA,NA,SG2417,Sant_0013,SOPEG_0017
Clust66,recA,0,0,0,0,0,3.039869072,1.494613704,2.46677971,2.211936926,2.258515858,1.798131568,-0.730978202,1.368907242,2.441816195,2.833495072,2.891200844,1.662187736,BN373_36641,ERS227112_01630,EC958_2964,NCTC13441_01078,b2699,BW25113_2699,ROD_31151,t2730,STM_MW27911,STMMW_27911,SL3261_2809,SL1344_2809,SEN2670,NA,MEPCIT_173,NA,IM45_477,AB162_181,BCI_0206,NA,NA,NA,NA,NA,NA,BA000021_234,WIGMOR_0547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0537,Sant_3227,SOPEG_1058
