gene,essential,gene_ori,gene_left,gene_right,median_coding,median_template,mad_coding,mad_template,coding,template,operon
parE,TRUE,-,3171526,3173418,-4.909980224,-0.231884767,0.460179597,0.199850127,10,17,nudF-yqiB-cpdA-yqiA-parE
rpmC,TRUE,-,3446590,3446781,-4.907827344,NA,0,NA,1,0,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
der,TRUE,-,2633906,2635378,-4.907122417,-0.536144227,0.625218437,0.196581917,6,8,bamB-der
tsaD,TRUE,-,3207552,3208565,-4.904662547,-0.223438354,0.579295651,0.100686437,8,4,tsaD
yceD,FALSE,+,1146017,1146538,-4.844229841,-0.39905339,0,0.198957163,1,4,yceD-rpmF-plsX-fabHDG-acpP-fabF
nusB,FALSE,+,434361,434780,-4.814808834,-0.458311163,0.586791792,0.116902774,7,2,nrdR-ribDE-nusB-thiL-pgpA
rplM,TRUE,-,3376245,3376673,-4.76809589,-0.113256429,0.914996583,0.105779315,2,5,rplM-rpsI
rpsD,TRUE,-,3439077,3439697,-4.753774623,-1.293549356,0.625630079,0.506009261,4,6,rpsMKD-rpoA-rplQ
lptF,TRUE,+,4484241,4485341,-4.684985335,-0.637583546,1.81580551,0.502851348,7,11,lptFG
nusA,TRUE,-,3314061,3315548,-4.675185285,-0.307135925,0.53055518,0.105556887,7,4,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
lpcA,FALSE,+,243543,244121,-4.670385361,-0.430369893,3.264116031,0,3,1,lpcA
ribE,TRUE,+,433871,434341,-4.657056676,-0.694452312,1.325923811,0.669180683,5,2,nrdR-ribDE-nusB-thiL-pgpA
mreD,TRUE,-,3396409,3396897,-4.634584836,-0.32022377,0.823261084,0.077370458,4,6,mreBCD
tsaB,TRUE,-,1888596,1889291,-4.601534408,-0.682717413,1.394655546,0.572277285,5,6,tsaB-yeaY
glmU,TRUE,-,3911853,3913223,-4.595600789,-0.305876327,1.902374913,0.197616781,8,8,glmUS
rplO,TRUE,-,3442127,3442561,-4.57529408,-1.749919546,0,1.336458904,1,2,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
rpoE,TRUE,-,2707459,2708034,-4.574248661,-1.351574285,1.662159095,0.975055353,8,4,rpoE-rseABC
hemH,TRUE,+,497279,498241,-4.556542127,-0.002543028,0.931724706,0.276439142,8,4,hemH
rnpA,TRUE,+,3882516,3882875,-4.525058254,-0.113912489,1.772622325,0.032478151,7,3,rpmH-rnpA
pyrG,TRUE,-,2906051,2907688,-4.521186524,-0.496944998,0.98104282,0.288233533,8,13,pyrG-eno
glmM,TRUE,-,3320755,3322092,-4.518165262,-0.303008069,0.640130493,0.219917725,4,13,folP-glmM
rpoB,TRUE,+,4179268,4183296,-4.516174645,-0.43401733,1.118661351,0.334261435,24,28,rplKAJL-rpoBC
mreC,TRUE,-,3396897,3398000,-4.434431859,-0.630312772,0.870988418,0.359354082,6,12,mreBCD
hemE,FALSE,+,4195739,4196803,-4.366733305,-0.890185805,0.54445513,0.709507258,8,7,nudC-hemE-nfi
valZ,FALSE,+,780291,780366,-4.342586068,NA,2.178466494,NA,1,0,valZ-lysY
hda,FALSE,-,2616097,2616798,-4.315371407,-0.410088928,0.197420025,0.293447484,3,8,hda
prmC,TRUE,+,1265317,1266150,-4.313480457,-0.458284029,0.801383496,0.228064589,3,9,hemA-prfA-prmC
guaA,FALSE,-,2628980,2630557,-4.292655909,-0.339629481,1.047612571,0.331654073,14,22,guaBA
hflD,FALSE,-,1191213,1191854,-4.290924429,-0.576006593,0.9643542,0.117388642,4,3,hflD-purB
racR,TRUE,-,1417789,1418265,-4.279012732,-0.21671244,1.651983596,0.023877586,4,3,racR
dnaE,TRUE,+,205126,208608,-4.262216441,-0.604753282,1.765417798,0.52326213,25,37,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE
lnt,TRUE,-,688566,690104,-4.258700518,-0.389663141,2.692120513,0.265970567,9,14,ybeZYX-lnt
lepB,TRUE,-,2702357,2703331,-4.253581385,-0.284365435,1.39766344,0.215000717,9,6,lepAB
flgC,FALSE,+,1130661,1131065,-4.238624175,-0.302428545,3.593493913,0.11764467,2,6,flgBCDEFGHIJ
rpmI,FALSE,-,1797826,1798023,-4.212932494,NA,0,NA,1,0,thrS-infC-rpmI-rplT-pheMST-ihfA
rplE,TRUE,-,3444921,3445460,-4.210975097,-0.574328288,3.510903127,0.772192724,2,3,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
rne,TRUE,-,1140405,1143590,-4.190933115,-0.751669647,1.54621885,0.333101081,18,12,rne
mukB,TRUE,+,975549,980009,-4.181987177,-0.460554243,0.753286613,0.410855491,20,30,cmoM-mukFEB
ybeY,FALSE,-,691097,691564,-4.171676492,-0.567984904,0.339529504,0.220550024,3,3,ybeZYX-lnt
ribA,TRUE,-,1336594,1337184,-4.152078313,-1.099751405,1.627610426,0.955117492,4,5,ribA
pdxJ,FALSE,-,2699020,2699751,-4.147528134,-0.672034797,0.47228504,0.550333705,7,4,rnc-era-recO-pdxJ-acpS
lepA,FALSE,-,2703347,2705146,-4.125185309,-0.412548586,1.663089582,0.348557814,13,7,lepAB
lpd,FALSE,+,127912,129336,-4.106902058,-0.642232184,0.419876328,0.748181374,8,15,pdhR-aceEF-lpd
plsB,TRUE,-,4252066,4254489,-4.102837814,-0.136242219,2.397250003,0.2128971,26,14,plsB
yrdA,FALSE,+,3427258,3427812,-4.029801905,-0.489698131,3.256163587,0.332452117,2,3,yrdA
rseP,TRUE,+,196546,197898,-4.0211615,-0.280712531,3.03957529,0.199838406,8,13,rseP
rnc,FALSE,-,2701405,2702085,-4.016255596,-0.407308761,2.266409577,0.226566566,2,7,rnc-era-recO-pdxJ-acpS
mqsA,TRUE,-,3165873,3166268,-3.978772944,-0.477441066,0,0.077747992,1,2,mqsRA
rlmH,FALSE,-,667471,667938,-3.919883729,-0.25482509,1.658462649,0.251062321,6,6,rsfS-rlmH-mrdAB-rlpA
cydC,TRUE,-,926697,928418,-3.912629799,-0.218319106,1.164451573,0.201897666,13,14,cydDC
suhB,TRUE,+,2661464,2662267,-3.907012348,-0.423092578,0.528250767,0.395285969,6,8,suhB
fabA,TRUE,-,1015175,1015693,-3.897075779,-0.387848811,2.527783547,0.19696232,4,5,fabA
yqiA,FALSE,-,3173447,3174028,-3.894439417,-0.571341623,1.086582497,0.236023728,3,3,nudF-yqiB-cpdA-yqiA-parE
ispB,TRUE,+,3331732,3332703,-3.890761509,-0.380332618,1.140326819,0.273290366,7,8,ispB
acnB,FALSE,+,131615,134212,-3.890721351,-0.421270094,0.94495583,0.360381525,23,23,acnB
ispA,TRUE,-,439426,440325,-3.858346673,-0.331652189,1.879453285,0.334082955,5,10,xseB-ispA-dxs-yajO
ubiG,FALSE,+,2337589,2338311,-3.855647459,-0.474070161,0.421766505,0.468260629,3,5,ubiG
fmt,TRUE,+,3432236,3433183,-3.835237247,-0.812420559,0.808442094,0.034422466,4,5,def-fmt
leuZ,FALSE,-,1989839,1989925,-3.835063526,0.110061757,0.172055935,0,2,1,glyW-cysT-leuZ-3'ETS<sup><i>leuZ</i></sup>
ygfB,FALSE,-,3052888,3053466,-3.826051155,-0.625710844,0.725251334,0.465992808,1,4,ygfB-pepP-ubiHI
ispG,TRUE,-,2638708,2639826,-3.821358278,-0.405886096,1.640131672,0.216068182,1,12,ispG-sroE
yheO,FALSE,-,3473740,3474462,-3.809317372,-0.394091004,0.388251195,0.164082264,3,3,yheO-tusDCB
pgsA,TRUE,-,1990293,1990841,-3.789136153,-0.206032695,2.149628519,0.224360429,2,4,pgsA
hemC,TRUE,-,3987848,3988789,-3.784390453,-0.522146164,1.028977407,0.351708425,7,9,hemCDXY
bamB,FALSE,-,2635496,2636674,-3.781470589,-0.677955721,1.414690996,0.568426743,6,14,bamB-der
kdsA,TRUE,+,1267388,1268242,-3.767357184,-0.481639817,1.76604789,0.432802698,6,7,ychQA-kdsA
tusD,FALSE,-,3473354,3473740,-3.73685679,-0.649737577,0.065918449,0.755228853,2,8,yheO-tusDCB
lpxL,FALSE,-,1114885,1115805,-3.691369092,-0.342652402,0.932207696,0.338592472,8,11,lpxL
rnt,FALSE,+,1726371,1727018,-3.681462776,-1.071328359,0.196828766,0.383469102,5,4,rnt-lhr
rluD,FALSE,-,2733053,2734033,-3.668952295,-0.439412443,1.203721262,0.31621635,5,12,rluD-yfiH
ispD,TRUE,-,2869802,2870512,-3.665300715,-0.258791204,1.565935765,0.140081043,2,4,ispDF
tsaE,TRUE,+,4393608,4394069,-3.650034825,-0.665232979,0.833384436,0.117519475,4,2,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
cmk,FALSE,+,960424,961107,-3.633948204,-0.634465813,0.44138746,0.644001337,8,10,cmk-rpsA-ihfB
folE,FALSE,-,2241006,2241674,-3.618574456,NA,1.664974396,NA,6,0,folE-yeiB
ratA,FALSE,-,2752310,2752786,-3.600722397,-0.403439052,0.007402671,0.272404856,2,5,ratAB
iscU,FALSE,-,2657925,2658311,-3.532744676,-0.732401786,0,0,1,1,iscRSUA
tsaC,TRUE,-,3428865,3429437,-3.440651447,-0.648025729,0.401230821,0.361238906,5,5,yrdD-tsaC-aroE-yrdB
bamD,TRUE,+,2734168,2734905,-3.435719175,-0.061509418,0.766132035,0.017802851,3,3,bamD
aceF,FALSE,+,125695,127587,-3.430774628,-0.430809019,0.423089877,0.269297157,9,19,pdhR-aceEF-lpd
purB,TRUE,-,1189839,1191209,-3.398656357,-0.598019623,1.160532739,0.278052586,8,6,hflD-purB
yqgF,TRUE,+,3091522,3091938,-3.376360755,-0.624183524,0.083035479,0.460993487,3,3,yqgEF
mtn,FALSE,-,178455,179153,-3.373019498,-0.690317397,0.181014139,0.577128079,6,5,mtn-btuF-yadS
nrdR,FALSE,+,432226,432675,-3.372260705,-0.541128692,0.216628327,0.040012191,1,3,nrdR-ribDE-nusB-thiL-pgpA
ybeD,FALSE,-,661602,661865,-3.347856961,-0.538203931,0,0.297884112,1,4,ybeD-lipB
bluR,FALSE,-,1212551,1213282,-3.326194055,-0.520243216,0.440364654,0.034127631,2,5,bluR
ribC,TRUE,-,1740625,1741266,-3.323885333,-0.588071639,0.873134819,0.155361647,4,5,ribC
ubiD,TRUE,+,4023011,4024504,-3.323799514,-0.483205341,0.722334103,0.095842628,8,5,ubiD
ppa,TRUE,-,4447145,4447675,-3.288977352,-0.546992388,2.593997732,0.012248818,4,3,ppa
waaQ,FALSE,-,3805087,3806121,-3.242128286,-0.413062372,0.935500005,0.262274966,5,10,waaQGPSBOJYZU
waaC,FALSE,+,3794002,3794961,-3.238546413,-0.331808719,1.315719721,0.151871016,6,4,rfaD-waaFCL
mukF,TRUE,+,973542,974864,-3.232987564,-0.436303616,0.406395688,0.146233635,9,8,cmoM-mukFEB
atpC,FALSE,-,3913576,3913995,-3.232814225,-1.315984984,0.632108338,0,3,1,atpIBEFHAGDC
waaP,FALSE,-,3803176,3803973,-3.215315016,-0.446819175,0.904850666,0.256532772,3,6,waaQGPSBOJYZU
gmhB,FALSE,+,222833,223408,-3.181891124,-0.503635406,0.322259493,0.477965504,4,4,gmhB
ribD,TRUE,+,432679,433782,-3.181019359,-0.381970271,1.796789723,0.237446227,8,12,nrdR-ribDE-nusB-thiL-pgpA
pstB,FALSE,-,3905616,3906389,-3.168590019,-0.335140447,0.292043442,0.525748614,4,6,pstSCAB-phoU
hipB,FALSE,-,1590200,1590466,-3.155199952,-0.132928582,0,0,1,1,hipBA
ackA,FALSE,+,2411492,2412694,-3.154801395,-0.780609601,0.175696784,0.280379239,8,8,ackA-pta
ssrA,FALSE,+,2753615,2753977,-3.154339916,-2.541821995,0.151834308,0,2,1,ssrA
lapB,FALSE,+,1338582,1339751,-3.131005904,-0.141216561,2.185119807,0.183916555,6,11,lapAB-pyrF-yciH
nanE,FALSE,-,3368369,3369058,-3.130316258,-0.196838701,2.580909371,0.261256068,2,5,nanATEK-yhcH
waaG,FALSE,-,3803966,3805090,-3.115017398,-0.378094689,0.647785712,0.131693891,8,5,waaQGPSBOJYZU
hscA,FALSE,-,2655107,2656957,-3.084969277,-0.306443617,0.603828228,0.288034189,9,16,hscBA-fdx-iscX
rnhB,FALSE,+,204493,205089,-3.079341731,-0.495954055,1.329499184,0.248881583,2,6,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE
icd,FALSE,+,1194346,1195596,-3.037725061,-0.273553386,0.268280511,0.364864501,3,10,icd
spoT,TRUE,+,3820423,3822531,-3.026779217,-0.367985683,1.606005507,0.252404487,17,14,rpoZ-spoT-trmH-recG
ykgE,FALSE,+,320832,321551,-3.005774555,-0.43488148,0.776852887,0.523009084,4,6,ykgEFG
fdx,FALSE,-,2654770,2655105,-3.000003593,-0.502818763,0.067099036,0.056124502,2,2,hscBA-fdx-iscX
pepP,FALSE,-,3051537,3052862,-2.972499398,-0.739155906,0.96734122,0.413472698,9,3,ygfB-pepP-ubiHI
iscR,FALSE,-,2659665,2660153,-2.955880893,-0.339614272,0.937009006,0.525970672,6,5,iscRSUA
ynfL,FALSE,-,1666723,1667616,-2.89907049,-0.52900943,2.231123211,0.265913714,2,5,ynfL
lapA,FALSE,+,1338267,1338575,-2.865330468,0.084647813,0.422567397,0.092967609,2,4,lapAB-pyrF-yciH
priA,FALSE,-,4122635,4124833,-2.84437062,-0.179788342,1.697739228,0.328835648,19,24,priA
rsgA,FALSE,-,4388480,4389532,-2.832952106,-0.322530794,0.859756987,0.438126781,11,3,rsgA
yfaE,FALSE,+,2346536,2346790,-2.805300729,-0.242059947,0.585504126,0.245265908,2,2,nrdAB-yfaE
nrdB,TRUE,+,2345406,2346536,-2.802670076,-0.341539844,1.226166906,0.675619241,5,7,nrdAB-yfaE
dcd,FALSE,-,2139658,2140239,-2.730455225,-0.390409817,0.163808661,0.424006326,5,2,udk-dcd
guaB,FALSE,-,2630626,2632092,-2.718914562,-0.562707931,0.92340706,0.290392489,12,13,guaBA
yhbE,FALSE,-,3329792,3330757,-2.706718749,-0.431214713,0.695500017,0.272889615,5,5,rplU-rpmA-yhbE-obgE
iscA,FALSE,-,2657585,2657908,-2.697520615,NA,0,NA,1,0,iscRSUA
mdfA,FALSE,+,882896,884128,-2.687932091,-0.346212322,1.653141166,0.24570564,2,9,mdfA
yfgM,FALSE,-,2636685,2637305,-2.68614231,-0.210930354,0.638725136,0.369934725,2,5,yfgM
lipA,FALSE,-,658474,659439,-2.668270334,-0.275275769,0.615069698,0.452002191,7,7,lipA
aceE,FALSE,+,123017,125680,-2.649316366,-0.472792235,0.306181034,0.098583174,12,11,pdhR-aceEF-lpd
iscS,FALSE,-,2658339,2659553,-2.647836024,-0.505690053,0.723873254,0.372965188,11,10,iscRSUA
tpx,FALSE,-,1386329,1386835,-2.633243166,-0.412113169,0,0.619539001,1,3,tpx
atpG,FALSE,-,3915425,3916288,-2.631163797,-1.068976851,0.371749372,0.097332863,12,4,atpIBEFHAGDC
crp,FALSE,+,3484142,3484774,-2.629387359,-0.423856971,0.080609103,0.405991841,3,4,crp
gapA,FALSE,+,1860795,1861790,-2.612318709,-0.450958155,0.893910069,0.288678781,8,7,gapA-yeaD
sroG,FALSE,-,3182592,3182740,-2.586868757,-3.778156409,0.144889889,5.017232829,2,2,sroG-ribB
pdxH,FALSE,-,1715375,1716031,-2.586402618,-0.682945547,0.117502912,0.291488034,5,8,pdxH-tyrS-pdxY
yqgE,FALSE,+,3090959,3091522,-2.580761612,-0.310672943,0.979184753,0.090599478,5,5,yqgEF
atpD,FALSE,-,3914016,3915398,-2.551928559,-1.516613711,0.193969188,0.258229774,13,7,atpIBEFHAGDC
atpH,FALSE,-,3917893,3918426,-2.549322401,-1.242525559,0.154720174,1.2766153,5,2,atpIBEFHAGDC
topA,TRUE,+,1329072,1331669,-2.535983479,-0.464637561,0.787573798,0.365458315,15,21,topA
ptsN,FALSE,+,3344600,3345091,-2.533158931,-1.367676053,0,0.273668714,1,2,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr
pta,FALSE,+,2412769,2414913,-2.499768353,-0.581279283,0.64380088,0.343475723,15,12,ackA-pta
dam,FALSE,-,3513099,3513935,-2.423443672,-0.820956979,0.266047644,0.818456224,2,7,aroKB-damX-dam-rpe-gph-trpS
cydD,FALSE,-,928419,930185,-2.412471344,-0.432810564,1.210648673,0.169215573,13,19,cydDC
atpI,FALSE,-,3920083,3920463,-2.412133951,-1.022437412,0,0.716005487,1,4,atpIBEFHAGDC
ptsI,FALSE,+,2532088,2533815,-2.398317905,-0.706537666,0.558850852,0.470741013,6,8,ptsHI-crr
ubiX,FALSE,-,2426079,2426648,-2.386796148,-0.423472417,0.375779607,0.37017832,4,5,cvpA-purF-ubiX
trkA,FALSE,+,3434540,3435916,-2.374629666,-0.420345365,0.365337969,0.101531043,9,6,trkA
ybeZ,FALSE,-,691561,692640,-2.335007878,-0.299975372,0.567312071,0.116954082,6,8,ybeZYX-lnt
rnhA,FALSE,-,235535,236002,-2.331637005,-0.343820214,0.566714068,0.359706133,4,6,rnhA
sapC,FALSE,-,1351652,1352542,-2.328371839,-0.994095425,0.597391107,0.381978505,5,9,sapABCDF
atpF,FALSE,-,3918441,3918911,-2.325446551,-0.735075867,0.405990608,0.178360824,2,4,atpIBEFHAGDC
pcnB,FALSE,-,157729,159126,-2.293676102,-0.639509388,0.636945717,0.531660394,16,6,pcnB-folK
pgk,TRUE,-,3069481,3070644,-2.272816621,-0.453289036,1.558746572,0.259867729,11,7,epd-pgk-fbaA
tilS,TRUE,+,212331,213629,-2.270214811,-0.547573392,1.391597113,0.700089781,11,10,tilS
atpA,FALSE,-,3916339,3917880,-2.267438902,-0.634217901,0.350672164,0.231886328,17,9,atpIBEFHAGDC
pfkA,FALSE,+,4105575,4106537,-2.26674365,-0.490098787,0.311555818,0.76363003,2,11,pfkA
pdhR,FALSE,+,122092,122856,-2.247475476,-0.455198776,0.253564502,0.090837102,6,2,pdhR-aceEF-lpd
dxr,TRUE,+,193521,194717,-2.228213312,-0.407880054,1.517162168,0.176043926,5,8,dxr
acrB,FALSE,-,480478,483627,-2.226762478,-0.859343038,0.235269622,0.481823046,14,27,acrAB
mrdA,TRUE,-,665539,667440,-2.217373241,-0.164153008,1.33497125,0.17767192,11,14,rsfS-rlmH-mrdAB-rlpA
hemD,TRUE,-,3987111,3987851,-2.211528217,-0.30523675,1.206083134,0.220023852,3,10,hemCDXY
atpB,FALSE,-,3919259,3920074,-2.19838275,-0.383915898,0.332008425,0.361111974,7,10,atpIBEFHAGDC
galU,FALSE,+,1290680,1291588,-2.198167971,-0.309236041,0.276552489,0.198527381,3,8,galU
folP,FALSE,-,3322085,3322933,-2.193404519,-0.358366983,0.487717203,0.26256945,4,7,folP-glmM
groL,TRUE,+,4369048,4370694,-2.191548209,-0.471695014,1.180491567,0.259676402,14,15,groSL
lysS,FALSE,-,3031679,3033196,-2.18948077,-0.753999986,1.350133403,0.355265535,6,7,xerD-dsbC-recJ-prfB-lysS
hemB,TRUE,-,387977,388951,-2.170964444,-0.366600657,1.399883901,0.32821718,5,9,hemB
recA,FALSE,-,2820730,2821791,-2.167275822,-0.479345836,0.097301959,0.350417624,7,14,recAX
yjhP,FALSE,-,4530460,4531206,-2.146994066,-0.202272488,0,0.059152972,1,5,yjhP
map,TRUE,-,188712,189506,-2.136745845,-0.593273631,1.427582893,0.543857967,8,6,map-glnD-dapD
hslV,FALSE,-,4119780,4120310,-2.124312001,-0.122398213,0.260863312,0.047828933,2,4,hslVU
fabH,FALSE,+,1147982,1148935,-2.115587345,-0.244091054,2.098454829,0.275564376,5,9,yceD-rpmF-plsX-fabHDG-acpP-fabF
ispF,TRUE,-,2869323,2869802,-2.111889779,-0.399874514,0.532544454,0.0067303,3,2,ispDF
pssA,TRUE,+,2720749,2722104,-2.061787486,-0.459596038,1.204687586,0.109330982,10,7,pssA
ihfA,FALSE,-,1793277,1793576,-2.056751088,-0.088223722,0.65045754,0.231691743,4,5,thrS-infC-rpmI-rplT-pheMST-ihfA
acrA,FALSE,-,483650,484843,-2.048314333,-0.964735949,0.534166202,0.122048994,4,7,acrAB
mrdB,TRUE,-,664424,665536,-2.042039918,-0.289566841,0.726561932,0.13875109,4,6,rsfS-rlmH-mrdAB-rlpA
tusA,FALSE,-,3606774,3607019,-2.032888063,0.206006529,0.177398601,0,3,1,tusA
arcA,FALSE,-,4637613,4638329,-2.019695761,NA,0.26558548,NA,4,0,arcA
rodZ,FALSE,-,2639853,2640866,-2.013838281,-0.10016734,0.046702755,0.187885736,3,2,rodZ
flhD,FALSE,-,1975871,1976221,-2.013126289,-0.737869433,0.064987133,0,2,1,flhDC
mobA,FALSE,-,4039438,4040022,-2.000974851,-0.221802564,1.596937514,0.165644125,2,3,mobAB
can,TRUE,-,142008,142670,-1.990226295,-0.254782874,1.396805448,0.083877281,4,3,can
tolC,FALSE,+,3176137,3177618,-1.983784655,-0.328491042,0.202973489,0.321470025,8,5,tolC-ygiABC
tusC,FALSE,-,3472995,3473354,-1.967728535,-0.64272447,1.665746025,0.475857805,2,4,yheO-tusDCB
nuoA,FALSE,-,2402651,2403094,-1.967349829,-1.055572317,0.306441112,0,1,1,nuoABCEFGHIJKLMN
nadE,TRUE,+,1820482,1821309,-1.954640639,-0.473629834,0.931730413,0.05926986,7,5,nadE
pstA,FALSE,-,3906572,3907462,-1.949257843,-0.448548155,0.916997059,0.542386121,6,10,pstSCAB-phoU
stfE,FALSE,-,1208342,1208878,-1.937582017,-0.436935154,0,0.140809744,1,6,stfE-tfaE
tpiA,FALSE,-,4108763,4109530,-1.937490921,-0.595037639,1.227049768,0.361292232,2,6,tpiA
sapF,FALSE,-,1349852,1350658,-1.930830757,-0.500917152,0.240062991,0.27020565,7,7,sapABCDF
sxy,FALSE,+,1020361,1020990,-1.91925446,-0.283043158,0,0.646325631,1,6,sxy
fixX,FALSE,+,45463,45750,-1.910838043,-0.569796415,1.668197571,0.517579135,3,5,fixABCX
fur,FALSE,-,709423,709869,-1.905781381,NA,0.208812187,NA,4,0,fldA-uof-fur
yijE,FALSE,+,4134131,4135036,-1.904010374,-0.469143716,0.657305102,0.38370657,1,6,yijE
nuoK,FALSE,-,2393065,2393367,-1.880721941,-0.50047316,1.44E-05,0,2,1,nuoABCEFGHIJKLMN
rimI,FALSE,+,4606208,4606654,-1.870155977,-1.048625046,0,0.125778972,1,3,holD-rimI-yjjG
nuoJ,FALSE,-,2393364,2393918,-1.866097817,-0.844608691,0.311467538,0.293456907,2,6,nuoABCEFGHIJKLMN
glnD,FALSE,-,185978,188650,-1.855021761,-0.183618887,1.000546228,0.196029469,20,14,map-glnD-dapD
ubiH,FALSE,-,3050362,3051540,-1.8345138,-0.106496592,0.935840601,0.26176399,6,11,ygfB-pepP-ubiHI
ydcA,FALSE,+,1489701,1489874,-1.833220899,-0.337544278,0,0,1,1,ydcA
sapD,FALSE,-,1350660,1351652,-1.832053136,-0.882374275,0.279697063,0.059135109,12,8,sapABCDF
tktA,FALSE,-,3077666,3079657,-1.824002193,-0.286954776,0.564639824,0.258509856,11,16,tktA
nuoM,FALSE,-,2389534,2391063,-1.803720232,-0.998352051,0.212121059,0.270068635,10,15,nuoABCEFGHIJKLMN
sspA,FALSE,-,3374804,3375442,-1.766808974,-0.460680221,0.251562657,0.138928548,3,2,sspAB
ytfP,FALSE,+,4445917,4446258,-1.756799296,NA,0,NA,1,0,tamAB-ytfP
rppH,FALSE,-,2966469,2966999,-1.756460886,-0.370436799,0.229744483,0.444070229,5,7,rppH-ptsP
nuoI,FALSE,-,2393930,2394472,-1.749933078,-0.912692009,0.298743375,0.312196682,6,4,nuoABCEFGHIJKLMN
epmA,FALSE,+,4380666,4381643,-1.745468185,-0.450527021,0.138574138,0.262435746,4,7,epmA
purA,FALSE,+,4402710,4404008,-1.744379035,-0.426902756,1.031924474,0.371645866,8,10,purA
aroK,FALSE,-,3516565,3517086,-1.741200826,-0.531519279,0,0.00311849,1,2,aroKB-damX-dam-rpe-gph-trpS
hemL,TRUE,-,173602,174882,-1.729025303,-0.21057631,0.608498414,0.244828504,8,8,hemL
hpf,FALSE,+,3344195,3344482,-1.719160752,-0.220357719,0.298387615,0,2,1,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr
yjiX,FALSE,-,4586899,4587102,-1.718750586,0.007051001,1.292003028,0.123193452,2,2,yjiXA
dapA,TRUE,-,2596904,2597782,-1.718698403,-0.487424817,1.734517713,0.200183503,3,4,dapA-bamC
xerC,FALSE,+,3994310,3995206,-1.718413031,-0.463397846,0.161527433,0.465331636,3,7,yifL-dapF-yigA-xerC-yigB
nuoC,FALSE,-,2400077,2401867,-1.716962943,-1.045874931,0.317878337,0.584702511,19,17,nuoABCEFGHIJKLMN
rfaH,FALSE,-,4022356,4022844,-1.703472429,-0.414523112,0.735361736,0.32528379,3,2,rfaH
holC,FALSE,-,4481860,4482303,-1.698229536,-0.727026638,0.629466278,0.412164129,3,5,holC-valS
rsxE,FALSE,+,1708852,1709547,-1.698059204,-0.119050689,1.139063653,0.094765966,2,8,ydgK-rsxABCDGE-nth
putP,FALSE,+,1078528,1080036,-1.691640906,-0.30069287,1.209544444,0.333474131,4,12,putP
nuoN,FALSE,-,2388070,2389527,-1.684010549,-0.74673218,0.350837527,0.321321466,11,18,nuoABCEFGHIJKLMN
cyaA,FALSE,+,3989176,3991722,-1.678446358,-0.689034168,0.845097603,0.472862946,17,11,cyaA
argR,FALSE,+,3382725,3383195,-1.668238522,-0.597912396,0.099393698,0.300324986,1,2,argR
yhcB,FALSE,+,3378213,3378611,-1.666560432,-0.311722092,0,0.119237681,1,4,yhcB
metZ,FALSE,+,2945409,2945485,-1.661796585,NA,1.86866973,NA,1,0,metZWV
potB,FALSE,-,1182840,1183667,-1.654657847,-0.473145344,0.121778745,0.362465056,3,7,potABCD
crr,FALSE,+,2533856,2534365,-1.651804496,-0.519621408,0.032003637,0.364413543,2,6,ptsHI-crr
rttR,FALSE,-,1286289,1286459,-1.621638002,NA,0,NA,1,0,rttR
nuoH,FALSE,-,2394487,2395464,-1.612485252,-0.66802985,0.070405165,0.359124444,7,14,nuoABCEFGHIJKLMN
nuoE,FALSE,-,2399574,2400074,-1.608901417,-0.612911465,0.064018962,0.160277809,4,7,nuoABCEFGHIJKLMN
nuoL,FALSE,-,2391227,2393068,-1.607192898,-1.023387891,0.101678671,0.455720831,12,22,nuoABCEFGHIJKLMN
cyaY,FALSE,-,3991762,3992082,-1.592693036,-0.526420922,0.893616374,0,2,1,cyaY
clpX,FALSE,+,456650,457924,-1.579498487,-0.287621072,0.505050795,0.081311929,2,3,clpPX-lon
folC,TRUE,-,2429696,2430964,-1.573151339,-0.468898658,0.787792043,0.329436471,9,10,folC-dedD
seqA,FALSE,+,712210,712755,-1.569924421,-0.06270235,0.254395514,0.299048527,3,4,seqA-pgm
yafQ,FALSE,-,245961,246239,-1.569791283,NA,0,NA,1,0,dinJ-yafQ
secD,TRUE,+,426871,428718,-1.556336102,-0.287644237,0.513320906,0.164426067,12,7,tgt-yajC-secDF
lipB,FALSE,-,660860,661501,-1.54698284,-0.290476186,0.568802868,0.165184617,5,6,ybeD-lipB
nlpI,FALSE,-,3306062,3306946,-1.544054799,-0.382971053,0.292873942,0.360082747,6,10,nlpI
polA,TRUE,+,4044989,4047775,-1.54170127,-0.52335588,1.125987422,0.258249209,11,21,polA
rseA,FALSE,-,2706776,2707426,-1.540353906,-0.221764939,0.531675791,0.488663636,3,4,rpoE-rseABC
nuoF,FALSE,-,2398240,2399577,-1.517717929,-0.762250266,0.164881113,0.40441957,17,12,nuoABCEFGHIJKLMN
